Incident Date,State,City Or County,Address,# Killed,# Injured,#Total
4-Dec-17,Pennsylvania,Pittsburgh,7200 block of Everton St,2,2,4
3-Dec-17,Tennessee,Memphis,656 Marshall Ave,1,3,4
2-Dec-17,Michigan,Detroit,5200 Woodward Avenue,0,4,4
30-Nov-17,Michigan,Detroit,11000 block of Gunston,1,4,5
24-Nov-17,Mississippi,Brookhaven,119 Martin Street,1,6,7
24-Nov-17,Ohio,Cleveland,11618 Buckeye Rd,1,5,6
18-Nov-17,Minnesota,Minneapolis,3600 block of N Emerson Ave,0,4,4
17-Nov-17,Louisiana,New Iberia,900 Block of Mississippi St,0,4,4
16-Nov-17,Georgia,Columbus,1400 block of 15th Street,0,7,7
14-Nov-17,California,Richmond,900 Block of View Dr,2,2,4
14-Nov-17,California,Corning,17357 Stagecoach Rd,6,12,18
12-Nov-17,Indiana,Gary,4601 Melton Rd,0,7,7
12-Nov-17,California,Fresno,S Calvin Ave,0,5,5
12-Nov-17,Georgia,Atlanta,50 Lower Alabama St,2,2,4
11-Nov-17,Texas,Dallas,2532 Martin Luther King Jr Blvd,1,3,4
11-Nov-17,North Carolina,Fayetteville,2835 Bragg Blvd,1,5,6
11-Nov-17,Louisiana,New Orleans,Forstall St and Burgundy St,1,5,6
10-Nov-17,Ohio,Dayton (Trotwood),193 Olive Rd,0,4,4
9-Nov-17,Pennsylvania,Philadelphia,1800 block of Ringgold,0,4,4
5-Nov-17,Texas,Sutherland Springs,216 4th St,27,20,47
4-Nov-17,Texas,Austin,N Lamar Blvd and Masterson Pass,0,4,4
4-Nov-17,Ohio,Youngstown,2810 Market St,0,4,4
4-Nov-17,California,Santa Monica,1515 Ocean Avenue,1,3,4
3-Nov-17,Minnesota,Minneapolis,10th Ave S and E 24th St,0,4,4
3-Nov-17,California,Gardena,E 163rd St and S Main St,0,4,4
3-Nov-17,New York,Buffalo,147 Roosevelt Ave,0,4,4
3-Nov-17,Louisiana,Lacombe,27600 block of Mirmar Street,1,4,5
29-Oct-17,Texas,Austin,5500 block of Ave F,1,3,4
28-Oct-17,Ohio,Toledo,1327 N Huron St,0,4,4
28-Oct-17,Virginia,Petersburg,N Sycamore St and Franklin,1,3,4
27-Oct-17,Kentucky,Louisville,1716 Prentice St,0,6,6
27-Oct-17,California,San Francisco,1100 block of Fillmore,0,4,4
23-Oct-17,California,Clearlake Oaks,13000 block of Anchor Village,2,3,5
22-Oct-17,Connecticut,Hartford,Wethersfield Avenue and Elliott Street,0,4,4
22-Oct-17,Alabama,Lanett,1606 19th St Sw,2,7,9
21-Oct-17,Florida,Tampa,400 block of E Nordica St,0,4,4
21-Oct-17,Florida,Jacksonville,164 E Eubanks St,0,4,4
21-Oct-17,Tennessee,Nashville,1277 12th Ave S,0,4,4
21-Oct-17,Pennsylvania,Chester,1200 block of W Carlas Ln,0,4,4
18-Oct-17,Maryland,Edgewood,2111 Emmorton Park Rd,3,3,6
17-Oct-17,New York,Brooklyn,181 Martense St,0,4,4
16-Oct-17,Mississippi,Meridian,5th Street,1,3,4
15-Oct-17,Texas,Houston,6233 Gulfton St,2,2,4
15-Oct-17,Arizona,Phoenix,107th Ave and Camelback Rd,1,3,4
12-Oct-17,California,Aliso Viejo,6 Asbury Ct,2,2,4
11-Oct-17,Ohio,Pedro,15497 SR 93,4,0,4
10-Oct-17,California,San Francisco,25th St and Treat Ave,0,4,4
9-Oct-17,Texas,Houston,3352 Old Spanish Trail,0,5,5
7-Oct-17,Arizona,Phoenix,87th Ave and Thomas Rd,0,4,4
6-Oct-17,Illinois,Chicago,8000 block of S Marshfield,0,5,5
5-Oct-17,Arizona,Casa Grande,400 block of W 13th Street,4,0,4
3-Oct-17,Florida,Miami,2051 NW 65th St,0,4,4
1-Oct-17,Kansas,Lawrence,1000 block of Massachusetts St,3,2,5
1-Oct-17,Nevada,Las Vegas,3950 Las Vegas Blvd S,59,441,500
30-Sep-17,Tennessee,Memphis,800 block of Kerr Avenue,1,3,4
28-Sep-17,Louisiana,New Orleans,2001 N Rocheblave St,1,3,4
26-Sep-17,Pennsylvania,Philadelphia,100 block of Pastorius St,1,3,4
26-Sep-17,Tennessee,Memphis,2531 Chelsea Ave,0,4,4
26-Sep-17,Maryland,Baltimore,3200 block of Lyndale Ave,2,2,4
24-Sep-17,Maryland,Baltimore,500 block of E. Patapsco Avenue,0,4,4
24-Sep-17,Tennessee,Antioch,3890 Pin Hook Rd,1,8,9
24-Sep-17,New York,Syracuse,1226 E Fayette St,0,4,4
24-Sep-17,Pennsylvania,Philadelphia,3400 block of H St,0,4,4
24-Sep-17,New Jersey,Mays Landing,6000 block of Hoover Dr,1,3,4
23-Sep-17,California,Bakersfield,818 Real Rd,1,4,5
23-Sep-17,Illinois,Danville,Seminary St and Jackson St,0,5,5
23-Sep-17,Connecticut,Hartford,1164 Albany Ave,2,2,4
20-Sep-17,Indiana,Gary,4300 block of 23rd Ct,0,5,5
17-Sep-17,Michigan,Detroit,5000 block of Stanton Street,1,3,4
17-Sep-17,Virginia,Petersburg,300 Mistletoe St,1,4,5
16-Sep-17,South Carolina,Columbia,920 Lady Street,0,8,8
13-Sep-17,Tennessee,Memphis,1000 block of Morehead St,1,5,6
13-Sep-17,Washington,Rockford,14626 S Jackson Rd,1,3,4
13-Sep-17,Pennsylvania,York,400 block of S Duke St,0,4,4
13-Sep-17,Pennsylvania,Philadelphia,3100 block of N 2nd St,0,4,4
10-Sep-17,Texas,Plano,1712 West Spring Creek Parkway,9,1,10
10-Sep-17,Louisiana,New Orleans,2101 N Claiborne Ave,1,3,4
9-Sep-17,Alabama,Selma,Kings Bend Road,0,4,4
6-Sep-17,Illinois,Chicago,2700 block of Madison,0,4,4
4-Sep-17,Illinois,Bellwood,1000 block of Bellwood Ave,0,4,4
3-Sep-17,California,Inglewood,10100 block of S Firmona Ave,2,3,5
2-Sep-17,Kentucky,Louisville,8008 Watterson Trl,0,4,4
2-Sep-17,Illinois,Chicago,8300 block of S Hermitage,1,3,4
28-Aug-17,New Mexico,Clovis,701 N Main St,2,4,6
27-Aug-17,California,Sacramento,7760 24th St,1,4,5
27-Aug-17,Indiana,Evansville,1127 Chestnut St,1,3,4
25-Aug-17,Florida,Gainesville,1600 NE 8th Ave,0,4,4
24-Aug-17,Missouri,Saint Louis,10400 block of Balmoral Dr,4,0,4
22-Aug-17,Illinois,Chicago,300 block of N Central Ave,0,4,4
21-Aug-17,New Jersey,Newark,Fabyan Place,0,4,4
21-Aug-17,North Carolina,Whitakers,980 Fishing Creek Rd,4,0,4
21-Aug-17,New Jersey,Newark,700 block of S 19th St,1,3,4
21-Aug-17,Maryland,Baltimore,Cottage Avenue and Park Heights Avenue,1,3,4
21-Aug-17,Tennessee,Memphis,262 Decatur St,0,4,4
20-Aug-17,New York,Brooklyn,100th St and Ave M,0,4,4
20-Aug-17,Illinois,Chicago,11901 S Loomis St,2,5,7
19-Aug-17,Ohio,Cleveland,11143 Superior Ave,1,4,5
16-Aug-17,New York,Wyandanch,Merritt Ave and 15th St,0,4,4
14-Aug-17,California,North Hollywood,Morrison St and Klump Ave,2,2,4
13-Aug-17,Pennsylvania,Philadelphia,39th St and Melon St,0,5,5
13-Aug-17,California,Sacramento,4000 Block of Martin Luther King Jr Blvd,0,4,4
13-Aug-17,Virginia,Suffolk,8700 block of Quay Rd,0,4,4
12-Aug-17,Missouri,Saint Louis,12310 Bellefontaine Rd,1,3,4
8-Aug-17,Illinois,Chicago,50 block of E 37th St,1,6,7
6-Aug-17,New York,Bronx,Wickham Ave,0,6,6
6-Aug-17,New York,Bronx,Unionport Rd,0,4,4
6-Aug-17,California,Oakland,1000 block of 106th Avenue,0,7,7
5-Aug-17,New Jersey,Lakewood,900 block of Brook Road,0,4,4
5-Aug-17,South Carolina,Allendale,300 block of Ellis St,1,3,4
5-Aug-17,Florida,Tallahassee,1939 W Tennessee St,1,3,4
4-Aug-17,Montana,Lodge Grass,200 block of North Helen Street,3,2,5
3-Aug-17,District of Columbia,Washington,3426 18th St NE,1,3,4
2-Aug-17,Maryland,Baltimore,900 block of N Broadway,0,4,4
1-Aug-17,Illinois,Chicago,800 block of N Monticello Ave,0,4,4
1-Aug-17,Washington,Toppenish,8000 Block of Lateral C Rd,0,6,6
1-Aug-17,California,Fresno,Mariposa St and A St,0,7,7
31-Jul-17,Illinois,Decatur,Jasper St and Main St,0,4,4
30-Jul-17,Texas,El Paso,1810 George Dieter Dr,1,3,4
30-Jul-17,Virginia,Norfolk,1500 block of Azalea Garden Rd,1,5,6
29-Jul-17,New York,Buffalo,200 block of Carl St,1,4,5
29-Jul-17,North Carolina,Salisbury,115 W Fisher St,2,3,5
28-Jul-17,Delaware,Wilmington,400 block of N Washington St,0,4,4
27-Jul-17,Illinois,Chicago,2000 block of E 71st St,1,4,5
26-Jul-17,North Carolina,High Point,2111 E. Green Drive,1,6,7
25-Jul-17,Florida,Jacksonville,1040 Golfair Boulevard,1,3,4
23-Jul-17,Illinois,Chicago,1500 block of East 82nd St,1,3,4
23-Jul-17,Louisiana,Baton Rouge,10360 Ave H,0,4,4
22-Jul-17,Ohio,Cincinnati,130 E Clifton Ave,0,5,5
19-Jul-17,Virginia,Richmond,2300 block of Bethel St,0,5,5
19-Jul-17,California,Los Angeles,Imperial Hwy and Broadway,1,3,4
18-Jul-17,Wisconsin,Milwaukee,3000 block of N 39th St,0,4,4
18-Jul-17,New Jersey,Trenton,Hewitt St and Division St,1,3,4
18-Jul-17,Arizona,El Mirage,NW Grand Ave and W Thunderbird Rd,0,4,4
15-Jul-17,Pennsylvania,Philadelphia,21st and Fitzwater,1,3,4
15-Jul-17,Illinois,Chicago,12200 block of S Throop St,0,4,4
9-Jul-17,Virginia,Lawrenceville,500 block of Sturgeon Rd,0,7,7
8-Jul-17,Illinois,Alton,700 block of Oakwood Ave,0,4,4
8-Jul-17,Ohio,Cincinnati,9917 Capstan Dr,1,8,9
6-Jul-17,Mississippi,Meridian,Eighth Ave,0,4,4
5-Jul-17,Georgia,Savannah,Jefferson Street and West St. Julian Street,0,4,4
5-Jul-17,Illinois,Chicago (Roseland),11000 block of S Eberhart,2,2,4
5-Jul-17,Maine,Madison,300 block of Russell Rd,4,1,5
4-Jul-17,Florida,Orlando (Pine Castle),501 W Lancaster Rd,0,4,4
4-Jul-17,Virginia,Hampton,500 block of Patterson Ave,1,4,5
4-Jul-17,North Carolina,Raleigh,105 E South St,1,3,4
3-Jul-17,Alabama,Prattville,112 US 82,3,1,4
3-Jul-17,Michigan,Pontiac,50 block of Thorpe St,1,3,4
2-Jul-17,New Jersey,Jersey City,Wilkinson Avenue,0,4,4
2-Jul-17,South Carolina,Greenwood,SC 72 Bypass,0,4,4
1-Jul-17,Arkansas,Little Rock,220 W 6th St,0,25,25
1-Jul-17,Illinois,Momence,2727 S 13000 Rd E,0,4,4
1-Jul-17,New Jersey,Newark,Lincoln Park and Pennsylvania Avenue,2,2,4
1-Jul-17,California,Oakland,3200 Humboldt Ave,0,4,4
30-Jun-17,New York,Bronx,1650 Grand Concourse,2,6,8
27-Jun-17,Illinois,Chicago,200 block of S Lotus,0,5,5
25-Jun-17,District of Columbia,Washington,5900 block of Southern Ave SE,0,4,4
25-Jun-17,Missouri,Saint Louis,5000 block of Thekla Ave,1,3,4
24-Jun-17,Florida,Fort Lauderdale,2335 NW 16th Ct,1,4,5
24-Jun-17,New York,New York (Manhattan),114th St and Manhattan Ave,0,5,5
24-Jun-17,New Jersey,Willingboro,Pastoral Lane,0,4,4
22-Jun-17,Georgia,Atlanta,1100 block of Osborne Street,1,6,7
18-Jun-17,Missouri,Saint Louis,1900 block of N 14th St,3,2,5
18-Jun-17,District of Columbia,Washington,3100 block of Buena Vista Terrace SE,0,4,4
18-Jun-17,Illinois,Chicago,3300 block of W Crystal St,0,4,4
18-Jun-17,South Carolina,Myrtle Beach,311 N Ocean Blvd,0,7,7
17-Jun-17,Illinois,Chicago,50 block of N Latrobe Ave,0,4,4
17-Jun-17,Ohio,Columbus,6252 Busch Blvd,1,4,5
15-Jun-17,Virginia,Richmond,4053 Old Brook Road,1,3,4
15-Jun-17,New Mexico,La Madera,491 NM-111,5,0,5
14-Jun-17,Virginia,Alexandria,420 E Monroe Ave,1,5,6
14-Jun-17,Ohio,Canton,14th St NE and Gibbs Ave NE,0,4,4
14-Jun-17,California,San Francisco,720 San Bruno,4,2,6
13-Jun-17,Maryland,Baltimore,3300 block of Ayrdale Avenue,0,4,4
13-Jun-17,Maryland,Baltimore,1200 block of Bonaparte Avenue,2,2,4
13-Jun-17,Missouri,Saint Louis (University City),Ferguson Ave and Plymouth Ave,0,4,4
11-Jun-17,Illinois,Chicago,3300 block of W Douglas Blvd,0,9,9
11-Jun-17,Tennessee,Chattanooga,4272 Bonny Oaks Drive,0,4,4
11-Jun-17,Texas,Houston,505 Cypress Station Dr,0,4,4
10-Jun-17,Tennessee,Memphis,571 East Street,0,4,4
9-Jun-17,Texas,Fort Worth,East Davis Avenue and New York Avenue,2,5,7
8-Jun-17,Louisiana,New Orleans,3650 Franklin Ave,0,6,6
6-Jun-17,Utah,Sandy,2232 Alta Canyon Drive,3,2,5
5-Jun-17,Florida,Orlando,2427 Forsyth Rd,6,0,6
3-Jun-17,Missouri,Saint Louis,1600 Block of Union Blvd,2,2,4
3-Jun-17,Louisiana,New Orleans,3717 Tulane Ave,3,2,5
2-Jun-17,California,Los Angeles,89th St and Broadway,1,3,4
2-Jun-17,Texas,Laredo,5301 McPherson Rd,2,3,5
1-Jun-17,Missouri,Saint Louis,Beacon Ave and Lillian Ave,3,1,4
30-May-17,Ohio,Middletown,1200 Elliott Dr,1,3,4
29-May-17,Kentucky,Louisville,231 Witherspoon St,1,3,4
28-May-17,Alabama,Phenix City,100 block of 6th Street South,0,12,12
28-May-17,New Jersey,Paterson,86 Main Street,1,5,6
28-May-17,Mississippi,Moss Point,6103 Hwy. 63,0,5,5
27-May-17,New York,New York (Manhattan),318 W 14th St,0,4,4
27-May-17,District of Columbia,Washington,100 block of Q St NW,1,7,8
27-May-17,Mississippi,Bogue Chitto,2871 Lee Dr,8,1,9
26-May-17,Florida,Miami,2730 NW 167th St,0,4,4
21-May-17,Iowa,Des Moines,4300 Beaver Dr,1,3,4
21-May-17,Arizona,Mesa,441 N Val Vista Dr,0,4,4
20-May-17,Pennsylvania,Philadelphia,2100 block of W Huntingdon St,0,10,10
16-May-17,South Carolina,Ruffin,21785 Lowcountry Hwy,3,1,4
14-May-17,Arkansas,Jonesboro,311 S Main St,1,6,7
14-May-17,Illinois,Dolton,14112 Chicago Road,0,5,5
14-May-17,Florida,Avon Park,Hal McRae Blvd and Delaney Ave,0,5,5
14-May-17,Texas,Fort Worth,8600 block of Calmont Ave,0,4,4
10-May-17,New Jersey,Trenton,300 block of Centre St,1,3,4
9-May-17,Kansas,Kansas City,1900 block of S. Boeke,3,1,4
7-May-17,Illinois,Chicago,2600 block of 46th Pl,2,8,10
4-May-17,Michigan,Flint,600 block of Copeman Boulevard,1,3,4
2-May-17,Florida,Jacksonville,1566 West 24th Street,1,3,4
1-May-17,Texas,Dallas,3200 block of Reynolds Ave,2,3,5
30-Apr-17,California,San Diego,9080 Judicial Dr,2,6,8
30-Apr-17,Kansas,Topeka,4104 SW 28th,4,1,5
30-Apr-17,Florida,Jacksonville,1200 Ken Knight Dr N,0,5,5
30-Apr-17,South Carolina,Loris,268 N Sea Green Rd,1,5,6
29-Apr-17,California,Los Angeles (Boyle Heights),Murchison St and Lancaster Ave,1,3,4
29-Apr-17,California,Sacramento,3800 block of 26th Avenue,0,5,5
29-Apr-17,California,Whittier,10000 block of Carmentia Rd,1,5,6
29-Apr-17,Maryland,Germantown,12839 Kitchen House Way,1,3,4
29-Apr-17,California,Compton,2000 Block of N Nestor Ave,0,4,4
29-Apr-17,Virginia,Virginia Beach,200 block of 18th St,0,4,4
28-Apr-17,Pennsylvania,Chester,5 E 21st St,0,4,4
27-Apr-17,New Jersey,Newark,1100 block of S Orange Ave,1,3,4
26-Apr-17,Florida,Miami,SW 264th St and 139th Ave,0,4,4
21-Apr-17,Florida,Palm Bay,2500 block of Vernon Dr,2,2,4
20-Apr-17,Kentucky,Louisville,700 block of East Jacob Street,0,4,4
16-Apr-17,California,Vallejo,110 Calhoun Street,0,4,4
16-Apr-17,North Carolina,Elizabeth City,611 S Martin St,0,4,4
16-Apr-17,Ohio,Columbus,1710 Cleveland Av,0,9,9
15-Apr-17,Illinois,Rock Falls,311 W  2nd St,0,4,4
15-Apr-17,Pennsylvania,Philadelphia,5900 block of Hammond St,0,4,4
15-Apr-17,Indiana,Indianapolis,300 block of S Meridian St,0,4,4
15-Apr-17,Alabama,Birmingham,1480 Center Point Pkwy,0,6,6
15-Apr-17,Illinois,Harvey,14600 block of Myrtle Avenue,0,4,4
15-Apr-17,California,Banning,900 block of N Allen St,0,4,4
13-Apr-17,Georgia,Atlanta,30 Anderson Ave SW,1,3,4
9-Apr-17,Texas,San Antonio,4000 block of Moss Spring Dr,1,3,4
9-Apr-17,Indiana,Fort Wayne,9439 Lima Rd,1,3,4
7-Apr-17,North Carolina,Hickory,1423 29th Ave Dr NE,3,1,4
7-Apr-17,Texas,Houston,3829 Mount Pleasant St,5,0,5
7-Apr-17,Minnesota,Saint Paul,1600 block of English St,4,1,5
7-Apr-17,Illinois,Chicago,5600 block of W Lake St,1,5,6
6-Apr-17,Louisiana,Lake Charles,2000 block of Tulip St,1,3,4
3-Apr-17,Pennsylvania,Philadelphia,1100 block of W Stiles St,3,1,4
3-Apr-17,Texas,Lubbock,5401 Ave Q,0,7,7
2-Apr-17,Illinois,Chicago,3500 block of W Van Buren St,2,4,6
2-Apr-17,Iowa,Des Moines,2500 Martin Luther King Jr. Parkway,0,5,5
1-Apr-17,California,Pittsburg,100 block of Madoline Street,0,5,5
1-Apr-17,Florida,Tampa,219 S Howard Ave,1,4,5
1-Apr-17,Oklahoma,Oklahoma City,1200 block of N Woodward Avenue,2,3,5
30-Mar-17,Illinois,Chicago,2704 E 75th St,4,0,4
27-Mar-17,Florida,Sanford,209 Hays Dr,2,4,6
26-Mar-17,Ohio,Cleveland,E 75th St,2,2,4
26-Mar-17,Texas,Houston,5619 Aldine Bender Rd,2,4,6
26-Mar-17,Ohio,Cincinnati,4601 Kellogg Ave,2,15,17
25-Mar-17,Tennessee,Knoxville,Minnesota Ave,1,4,5
25-Mar-17,Michigan,Detroit,8443 Grand River Ave,1,3,4
25-Mar-17,Ohio,Cleveland,E 79th St and Woodland Ave,2,2,4
24-Mar-17,California,Fresno,300 block of South Villa Avenue,1,4,5
24-Mar-17,Missouri,Saint Louis,5100 block of Palm St,1,6,7
22-Mar-17,Wisconsin,Rothschild,1133 E Grand Ave,5,0,5
19-Mar-17,Kentucky,Louisville,1512 Portland Avenue,1,5,6
18-Mar-17,Michigan,Detroit,16000 block of Rutherford,3,2,5
15-Mar-17,Louisiana,Metairie,2508 Pasadena Ave,3,1,4
10-Mar-17,Illinois,Chicago,123 E 51st St,2,2,4
10-Mar-17,Louisiana,New Orleans (Gentilly),4200 block of Touro St,3,1,4
7-Mar-17,Illinois,Chicago,W 76th St and S May St,0,4,4
5-Mar-17,Georgia,Columbus,600 block of 32nd Street,0,4,4
4-Mar-17,Kansas,Topeka,SE Bellview Ave and SE 23rd St,1,4,5
4-Mar-17,California,Sacramento,2500 block of 33rd St,0,4,4
3-Mar-17,Pennsylvania,Philadelphia,7165 Germantown Ave,0,4,4
3-Mar-17,California,Riverside,8300 block of Trey Ave,0,5,5
28-Feb-17,Ohio,Cincinnati,1700 of Casey Dr,0,6,6
27-Feb-17,Virginia,Newport News,11810 Fountain Way,0,4,4
26-Feb-17,Indiana,Gary,1700 Grant St,1,4,5
25-Feb-17,Ohio,Warren,1564 Niles Cortland Rd SE,2,3,5
25-Feb-17,Florida,Jacksonville,3604 Moncrief Rd,1,4,5
22-Feb-17,New York,Rochester,191 Genesee St,0,4,4
21-Feb-17,Ohio,Cleveland,16700 Lorain Ave,0,4,4
21-Feb-17,Mississippi,Toomsuba,Butts Road,4,0,4
20-Feb-17,Ohio,Cleveland,1082 East 105th Street,0,5,5
19-Feb-17,Virginia,Norfolk,Church Street and East Virginia Beach Blvd,1,3,4
18-Feb-17,Pennsylvania,Philadelphia,1 block of N Conestoga,0,4,4
18-Feb-17,Indiana,South Bend,1000 block of Yukon St,1,3,4
15-Feb-17,California,Salinas,30 Soledad Street,0,4,4
15-Feb-17,Illinois,Chicago,3949 South Albany Avenue,3,2,5
12-Feb-17,Missouri,Caruthersville,908 Truman Blvd,1,6,7
12-Feb-17,New York,Newburgh,253 South William Street,1,3,4
12-Feb-17,Florida,Greenville,Church Ave and Obadiah St,0,5,5
11-Feb-17,Illinois,Chicago,100 block of N Mayfield,1,3,4
11-Feb-17,Tennessee,Savannah,Clifton Road and Midway Drive,0,4,4
10-Feb-17,Louisiana,New Orleans,2nd St and Dryades St,1,5,6
9-Feb-17,Mississippi,Jackson,3150 Robinson Road,4,0,4
8-Feb-17,Ohio,Cleveland,16379 Euclid Ave,1,4,5
7-Feb-17,South Carolina,Columbia,5500 block of Fairfield Road,0,4,4
7-Feb-17,Arkansas,Little Rock,25 Par Drive,1,4,5
6-Feb-17,Mississippi,Yazoo City,11th Street,4,0,4
31-Jan-17,Tennessee,Memphis,1576 S White Station Rd,0,4,4
31-Jan-17,District of Columbia,Washington,2900 block of Martin Luther King Jr Ave SE,0,4,4
30-Jan-17,Minnesota,Minneapolis (Crystal),5410 Lakeland Ave N,0,4,4
29-Jan-17,Louisiana,Shreveport,6363 Hearne Ave,1,4,5
27-Jan-17,Washington,Bremerton,Tenino Dr W,4,0,4
27-Jan-17,Tennessee,Brownsville,221 Morgan St,0,10,10
26-Jan-17,Georgia,Albany,1510 Maryland Drive,2,3,5
25-Jan-17,Illinois,Chicago,500 block of E 75th St,0,6,6
22-Jan-17,Texas,Manvel,200 block of Oak Shore Dr,3,2,5
22-Jan-17,Illinois,Chicago (Englewood),1800 block of W 63rd,0,4,4
22-Jan-17,Georgia,Atlanta,2841 Greenbriar Pkwy SW,3,1,4
21-Jan-17,Georgia,Jonesboro,6510 Tara Blvd,0,6,6
21-Jan-17,Florida,Boynton Beach,500 NE 2nd St,0,5,5
21-Jan-17,Tennessee,Memphis,500 block of Delta Road,2,2,4
20-Jan-17,Mississippi,Como,Smart Road,1,4,5
20-Jan-17,California,Fresno,4700 block of E Montecito Ave,0,4,4
16-Jan-17,Texas,Houston,8535 Martin Luther King Boulevard,0,4,4
16-Jan-17,Florida,Miami,6011 NW 32nd Ave,0,8,8
15-Jan-17,Colorado,Capulin,County Road Y,3,1,4
15-Jan-17,Mississippi,Magnolia,6000 block of Church Road,1,4,5
12-Jan-17,Missouri,Kansas City,8607 E 61st Terrace,3,2,5
12-Jan-17,California,Salinas,500 block of Sunrise St,2,2,4
11-Jan-17,New Jersey,Newark,Hawkins Street and Christie Street,1,3,4
11-Jan-17,Illinois,Chicago,4200 block of S Talman,1,3,4
7-Jan-17,Michigan,Flint,2500 block of Churchill Ave,1,3,4
6-Jan-17,California,Pasadena,100 block of W Claremont St,2,2,4
6-Jan-17,Florida,Fort Lauderdale,100 Terminal Dr,5,6,11
4-Jan-17,California,Fontana,14520 Village Drive,3,1,4
3-Jan-17,Texas,Allen,500 block of Hawthorne Drive,0,4,4
1-Jan-17,Mississippi,Winstonville,114 North Greyer Street,0,5,5
1-Jan-17,Texas,Dallas,9220 Skillman Street,1,3,4
1-Jan-17,Florida,Miami,8000 block of NW 14th Ave,0,7,7
31-Dec-16,Georgia,Lenox (El Dorado),27 Briarwood Ct,2,2,4
31-Dec-16,Texas,Houston,3704 Fannin Street,1,3,4
30-Dec-16,Ohio,Mansfield,3230 Possum Run Rd,0,5,5
30-Dec-16,Connecticut,Wallingford,95 S Turnpike Rd,2,3,5
28-Dec-16,Georgia,Columbus,2914 10th Street,1,4,5
25-Dec-16,Illinois,Chicago,8600 block of S Maryland Ave,3,4,7
25-Dec-16,Alabama,Ozark,858 US-231,0,4,4
25-Dec-16,New York,Mount Vernon,4 North 3rd Avenue,1,5,6
24-Dec-16,North Carolina,Madison,490 K Ford Rd,0,7,7
24-Dec-16,North Carolina,Wilson,2241 Banks Lane East,4,0,4
23-Dec-16,Alabama,Birmingham,3813 Richard Arrington Boulevard North,1,3,4
23-Dec-16,Illinois,Chicago,4900 block of W Hubbard,0,4,4
17-Dec-16,Illinois,Chicago (Roseland),100 block of W 105th St,5,0,5
17-Dec-16,North Carolina,Charlotte,4115 N. Tryon Street,0,4,4
16-Dec-16,Illinois,Chicago,13th and South Kedzie,0,4,4
16-Dec-16,Illinois,Chicago,4300 block of South Rockwell,2,2,4
12-Dec-16,California,Sacramento,4800 block of Myrtle Avenue,1,3,4
11-Dec-16,New York,Brooklyn,192 Knickerbocker Ave,0,4,4
11-Dec-16,Florida,Orlando (Pine Hills),4305 N Pine Hills Rd,1,4,5
11-Dec-16,Maryland,Baltimore,3916 South Hanover Street,0,5,5
11-Dec-16,North Carolina,Rocky Mount,1200 block of East Highland Ave,0,4,4
9-Dec-16,Texas,Channelview,15300 block of Market,4,0,4
9-Dec-16,California,Fresno,842 Fresno Street,0,4,4
5-Dec-16,New Mexico,Albuquerque,1532 Stagecoach Lane,4,1,5
3-Dec-16,California,Los Angeles,91st Street and Western Avenue,0,6,6
2-Dec-16,New Jersey,Bloomfield,3 1st Ave,0,6,6
1-Dec-16,California,Clearlake Oaks,N/A,1,3,4
30-Nov-16,Maryland,Baltimore,2901 Garrison Blvd,2,4,6
28-Nov-16,Texas,Mission (Palmview),1840 West Palma Vista Drive,1,3,4
28-Nov-16,California,Wilmington,1067 McDonald Avenue,0,4,4
28-Nov-16,California,San Pedro,300 block of West 2nd Street,0,4,4
27-Nov-16,Louisiana,New Orleans,100 block of Bourbon Street,1,9,10
27-Nov-16,Missouri,Kansas City,Gregory and Prospect,0,7,7
26-Nov-16,Illinois,Chicago,8800 block of S Exchange Ave,1,5,6
25-Nov-16,Louisiana,New Orleans,Magnolia St and Felicity St,0,4,4
24-Nov-16,Kentucky,Louisville,4501 W Broadway,2,4,6
24-Nov-16,New York,Albany,77 Central Ave,1,3,4
23-Nov-16,Mississippi,Olive Branch,928 Cross Road,0,4,4
22-Nov-16,Florida,Clewiston,1068 Harlem Academy Ave,1,4,5
18-Nov-16,Illinois,Chicago,5000 block of W Wabansia,0,4,4
17-Nov-16,Tennessee,Dyersburg,160 Longfellow,1,7,8
13-Nov-16,Florida,Jacksonville,5105 Cleveland Rd,3,2,5
13-Nov-16,Texas,San Antonio,8000 Midcrown,0,4,4
13-Nov-16,California,San Diego,3800 block of Marlborough Avenue,3,2,5
13-Nov-16,Florida,Orlando,Conley Street and South Ivey Lane,0,4,4
12-Nov-16,California,Sacramento,8600 block of Ardith Drive,1,5,6
12-Nov-16,Missouri,Kansas City,21st St and Cleveland Ave,1,3,4
12-Nov-16,Connecticut,Bridgeport,2500 Park Avenue,0,5,5
11-Nov-16,Texas,Houston,7705 Channelside Street,0,4,4
10-Nov-16,Texas,Houston,6610 S Sam Houston Pkwy W,1,3,4
9-Nov-16,Washington,Seattle,1524 3rd Ave,0,5,5
9-Nov-16,Illinois,Chicago,3400 block of W Monroe,1,3,4
9-Nov-16,Tennessee,Memphis,1800 block of East Brooks Road,0,4,4
5-Nov-16,Texas,San Antonio,10726 Perrin Beitel Rd,0,4,4
5-Nov-16,South Carolina,Myrtle Beach,803 Main St,0,5,5
5-Nov-16,Florida,Fort Lauderdale (Lauderhill),3135 W Broward Blvd,1,3,4
5-Nov-16,California,Oakland,420 14th Street,0,8,8
5-Nov-16,Illinois,Chicago,4800 block of North Winthrop,0,5,5
